gene_id,ERR5060645,ERR5060646
gene:Os09g0421700,4,18
gene:Os08g0493100,0,0
gene:Os09g0517825,0,5
gene:Os01g0183633,448,726
gene:Os07g0197500,0,0
gene:Os04g0472500,83,130
gene:Os06g0274100,665,680
gene:Os05g0135200,111,223
gene:Os01g0252100,14946,19643
gene:Os03g0102500,169,2145
gene:Os01g0170900,0,13
gene:Os01g0783900,157,154
gene:Os11g0579400,2,252
gene:Os03g0210050,0,0
gene:Os08g0392500,113,57
gene:Os03g0146200,292,519
gene:Os10g0410600,1216,1506
gene:Os11g0454250,0,0
gene:Os06g0265900,131,131
gene:ENSRNA049470784,1,1
gene:Os03g0202001,185,189
gene:Os11g0242700,1182,1091
gene:Os04g0629500,2329,3226
gene:Os05g0426350,1808,2808
gene:Os11g0527150,98,110
gene:Os03g0561283,914,260
gene:Os11g0121600,316,456
gene:Os02g0724600,838,1318
gene:Os01g0105900,754,1004
gene:Os05g0394200,2010,2270
gene:Os06g0240400,208,241
gene:Os11g0601300,0,13
gene:Os04g0674400,2989,5121
gene:Os03g0441050,2,0
gene:Os03g0816100,944,1533
gene:Os05g0542900,889,1307
gene:Os12g0597000,2596,8426
gene:Os04g0657600,0,12
gene:Os12g0174700,394,255
gene:Os09g0567800,250,172
gene:Os10g0135700,65,66
gene:Os03g0574900,636,1022
gene:Os09g0323150,2,0
gene:Os02g0767300,18,5
gene:Os03g0741500,0,0
gene:Os01g0695150,0,0
gene:Os07g0144500,0,0
gene:Os03g0726350,0,7
gene:Os06g0548500,5,10
gene:Os04g0485500,0,0
gene:Os04g0634500,360,454
gene:Os07g0471200,3,15
gene:Os03g0833900,550,681
gene:Os03g0237600,1050,1458
gene:Os03g0828500,479,642
gene:Os12g0560200,0,0
gene:Os03g0145150,23,39
gene:Os01g0722100,361,450
gene:ENSRNA049473266,0,0
gene:ENSRNA049473260,0,2
gene:Os07g0679000,2094,4162
gene:Os05g0594001,0,3
gene:Os01g0740650,526,915
gene:Os01g0740651,205,366
gene:Os03g0231600,598,1949
gene:Os05g0427400,1565,3158
gene:Os01g0974400,266,462
gene:Os08g0356001,0,0
gene:Os05g0404600,509,851
gene:Os12g0539400,2,0
gene:Os06g0267500,453,688
gene:Os02g0265400,3530,4624
gene:Os10g0416350,0,0
gene:Os02g0566450,0,3
gene:Os04g0470100,2730,4466
gene:Os12g0141100,0,14
gene:Os08g0411900,100,186
gene:Os04g0531100,2300,4579
gene:Os01g0748100,134,219
gene:Os05g0299500,661,697
gene:Os03g0717700,953,1398
gene:ENSRNA049473196,26,20
gene:Os02g0138200,620,847
gene:Os02g0709400,20656,27439
gene:Os11g0603200,4649,6693
gene:Os05g0161100,14,16
gene:Os08g0426900,0,0
gene:Os12g0151750,0,3
gene:Os03g0206201,33,55
gene:Os08g0124000,68,588
gene:Os07g0124725,1,0
gene:Os02g0541000,53,65
gene:Os01g0741300,0,0
gene:Os03g0144200,480,422
gene:Os10g0184871,0,0
gene:Os06g0565200,14,0
gene:Os01g0313600,0,46
gene:Os05g0155450,1,2
gene:Os10g0204300,2667,1013
gene:Os08g0503200,3118,4707
gene:Os05g0428000,0,0
gene:Os01g0754700,52,40
gene:Os04g0679967,8,13
gene:Os01g0699100,486,275
gene:Os07g0679700,2336,2966
gene:Os07g0672534,19,21
gene:Os01g0715500,72,99
gene:Os12g0485400,4214,4693
gene:Os01g0976800,234,203
gene:Os02g0507900,0,0
gene:Os05g0502300,0,0
gene:Os10g0480500,1084,1584
gene:Os07g0683900,35706,43823
gene:Os09g0506900,751,919
gene:ENSRNA049464840,0,1
gene:Os08g0558800,2994,3978
gene:Os07g0160000,1728,2004
gene:Os05g0346200,1782,2356
gene:ENSRNA049468095,15,13
gene:Os09g0551900,765,966
gene:Os05g0467450,0,0
gene:Os01g0504500,353,537
gene:Os09g0508500,289,411
gene:Os08g0561950,0,0
gene:Os05g0513700,8,15
gene:Os04g0623100,1294,1798
gene:Os01g0701900,887,1402
gene:ENSRNA049475368,0,0
gene:Os01g0350500,0,0
gene:Os08g0562600,2274,6613
gene:Os04g0687100,3493,4298
gene:Os12g0116600,310,386
gene:Os05g0423400,329,201
gene:Os02g0118850,232,320
gene:Os09g0565000,0,0
gene:Os10g0561200,333,429
gene:Os04g0396800,72,74
gene:Os02g0116100,85,122
gene:Os01g0205550,5,8
gene:Os01g0615000,61,75
gene:Os02g0127600,187,332
gene:Os03g0304100,5,0
gene:ENSRNA049448821,0,0
gene:Os03g0831100,1907,2524
gene:Os06g0349750,0,0
gene:Os07g0564200,438,631
gene:Os01g0842801,14,20
gene:Os01g0238200,321,647
gene:Os01g0645900,465,1255
gene:Os08g0138600,236,232
gene:Os08g0545500,34,105
gene:Os03g0395000,698,1184
gene:Os11g0643400,0,0
gene:Os04g0524600,278,516
gene:Os08g0545101,7,5
gene:Os02g0721600,5067,5895
gene:Os07g0639900,295,298
gene:Os08g0543900,2473,3424
gene:Os04g0682051,1,2
gene:Os01g0159800,140,209
gene:Os03g0191400,941,1254
gene:Os01g0919200,0,0
gene:Os02g0208900,4583,6992
gene:Os08g0224000,173,318
gene:Os02g0777800,149,998
gene:Os01g0530500,137,233
gene:Os01g0622800,32,68
gene:Os03g0314750,16,281
gene:Os02g0119100,880,1032
gene:Os02g0175900,860,1250
gene:Os04g0618700,0,25
gene:ENSRNA049475096,0,0
gene:Os01g0707500,85,214
gene:Os07g0163066,12,29
gene:Os10g0457500,945,1150
gene:Os06g0691800,203,547
gene:Os05g0555201,0,1
gene:Os07g0541800,16,547
gene:Os06g0122001,0,2
gene:Os01g0614750,23,24
gene:Os05g0184250,0,0
gene:Os08g0505200,2024,2410
gene:Os02g0798200,264,587
gene:Os11g0109400,0,1
gene:ENSRNA049474324,1,0
gene:Os01g0935350,2,0
gene:Os02g0602700,6,4
gene:Os02g0655600,1171,1684
gene:Os10g0479200,43,46
gene:Os08g0522400,179,146
gene:Os04g0683900,972,1837
gene:Os07g0510900,83,68
gene:Os01g0551900,1009,1381
gene:Os05g0344200,2605,5790
gene:Os09g0555100,0,0
gene:Os05g0170700,955,818
gene:Os06g0665000,1404,2949
gene:Os10g0539950,0,0
gene:Os08g0401200,0,0
gene:Os07g0471300,466,1596
gene:Os02g0718050,0,3
gene:Os04g0692900,579,1001
gene:Os03g0760900,93,150
gene:Os07g0203500,0,0
gene:Os02g0330601,47,42
gene:Os01g0926700,1226,2171
gene:Os02g0678300,23,25
gene:Os02g0675550,0,0
gene:Os07g0624900,94,174
gene:Os06g0626733,5,0
gene:Os02g0632800,39,325
gene:gene-orf25,19,43
gene:Os05g0461200,0,0
gene:Os01g0153950,0,0
gene:Os07g0520400,1606,2090
gene:Os04g0209200,550,1685
gene:Os09g0299500,714,994
gene:Os11g0106000,868,1098
gene:Os09g0266600,170,258
gene:Os06g0119700,0,8
gene:Os04g0667033,20,63
gene:Os11g0541200,0,0
gene:Os06g0219800,495,1130
gene:Os04g0590451,0,0
gene:Os06g0179800,176,203
gene:Os03g0858800,461,540
gene:Os06g0668400,3,0
gene:Os03g0197400,1922,2130
gene:Os07g0543100,0,16
gene:Os12g0225150,1689,2560
gene:Os06g0150100,796,1026
gene:Os02g0477300,2935,3765
gene:Os02g0704900,3561,5161
gene:Os04g0172100,150,146
gene:Os03g0654900,10,24
gene:Os04g0460500,500,781
gene:Os02g0272900,273,609
gene:Os04g0415000,188,353
gene:Os05g0100600,534,1512
gene:Os06g0205600,684,1047
gene:Os05g0104100,2257,5751
gene:Os03g0111200,273,201
gene:Os06g0164300,0,0
gene:Os03g0318500,1438,1881
gene:Os01g0558700,14,64
gene:Os10g0107600,114,144
gene:Os10g0136100,491,643
gene:Os02g0148050,22,15
gene:Os03g0775900,0,0
gene:Os07g0110400,1494,2622
gene:Os07g0191625,0,0
gene:Os01g0924700,0,0
gene:Os02g0797425,0,0
gene:Os03g0376800,5339,6740
gene:Os03g0286900,9897,8966
gene:Os05g0195000,498,337
gene:Os02g0175500,681,1259
gene:Os11g0507501,26,25
gene:Os03g0262400,2424,3459
gene:Os06g0124400,0,0
gene:Os04g0645100,62438,81029
gene:Os06g0226500,0,0
gene:Os01g0784450,0,33
gene:ENSRNA049473206,27,20
gene:Os03g0845500,1182,1258
gene:Os06g0709000,174,303
gene:ENSRNA049467602,11,11
gene:Os07g0106200,450,2964
gene:Os09g0296500,5,3
gene:Os03g0416350,0,0
gene:Os02g0102900,5623,5638
gene:Os03g0347400,87,135
gene:Os11g0239400,0,0
gene:Os12g0137000,2,6
gene:Os02g0800100,2629,2829
gene:Os12g0614050,5,5
gene:Os03g0638000,370,484
gene:Os03g0822400,236,914
gene:Os06g0682666,221,445
gene:Os02g0539200,8,0
gene:Os06g0326500,488,477
gene:Os04g0462900,2446,3734
gene:Os02g0494400,235,612
gene:Os02g0285900,18,86
gene:Os06g0720900,17,32
gene:Os06g0210200,1523,2518
gene:Os02g0808475,0,2
gene:Os03g0756000,6774,9206
gene:Os02g0810400,11932,12814
gene:Os05g0560900,11,0
gene:Os03g0314500,14,43
gene:Os04g0557800,0,6
gene:Os04g0489800,1186,1312
gene:Os03g0594100,18,150
gene:Os05g0108300,1181,1422
gene:Os06g0602400,2689,3661
gene:Os10g0579400,43,272
gene:Os06g0220900,17,11
gene:Os04g0375300,0,0
gene:Os04g0304750,2,0
gene:Os01g0796400,1465,2696
gene:Os06g0698711,6,6
gene:Os10g0163250,143,226
gene:Os01g0606166,40,94
gene:Os03g0349000,1456,2304
gene:Os01g0763600,3784,2361
gene:Os05g0295500,18,16
gene:Os09g0537700,0,17
gene:Os04g0635201,1,0
gene:Os06g0308000,1259,1339
gene:Os02g0180200,1849,1879
gene:Os11g0697600,33,289
gene:Os10g0330000,211,565
gene:Os03g0128866,0,16
gene:Os06g0177000,2494,1798
gene:Os03g0757750,0,32
gene:Os01g0306200,0,0
gene:Os01g0945700,0,9
gene:Os07g0167200,1851,2429
gene:Os01g0771100,279,274
gene:Os01g0594650,0,0
gene:Os02g0137200,880,683
gene:Os08g0163600,263,318
gene:Os11g0602300,773,777
gene:Os03g0856000,458,1006
gene:Os04g0610700,2122,3003
gene:Os01g0759800,115,178
gene:Os07g0649300,17,26
gene:Os01g0682200,429,655
gene:Os03g0105000,30,63
gene:Os01g0658450,4,16
gene:Os08g0327400,2373,2923
gene:Os08g0179150,28,15
gene:Os11g0151300,2551,3347
gene:Os11g0475600,0,0
gene:Os05g0176800,15,52
gene:Os01g0495701,69,126
gene:Os08g0567000,3858,6540
gene:Os01g0824000,6,6
gene:Os01g0835800,148,180
gene:Os11g0673100,1324,1723
gene:Os12g0470000,3,9
gene:Os01g0278600,361,451
gene:Os03g0183600,68,90
gene:Os08g0178200,10,17
gene:Os01g0810500,212,217
gene:Os01g0765600,62,49
gene:Os03g0663750,202244,533744
gene:Os03g0556600,1648,2089
gene:Os01g0225300,785,857
gene:Os12g0559000,0,0
gene:Os07g0244100,0,0
gene:Os04g0584002,13,56
gene:Os11g0601650,0,0
gene:Os11g0654100,0,0
gene:Os01g0967800,3708,5821
gene:Os01g0683550,19,50
gene:Os05g0473000,18,18
gene:Os06g0640201,13,15
gene:Os02g0228400,0,45
gene:Os05g0152400,393,583
gene:Os01g0949700,150,176
gene:Os09g0472000,3,3
gene:Os10g0545000,825,1410
gene:Os08g0402500,136,589
gene:Os04g0616700,627,880
gene:Os10g0558801,54,112
gene:Os02g0643000,1225,2395
gene:Os05g0556000,694,2187
gene:ENSRNA049445742,0,0
gene:Os01g0819100,635,536
gene:Os10g0439600,1792,2851
gene:Os07g0574500,0,0
gene:Os05g0395025,4,11
gene:Os01g0923200,25,49
gene:Os09g0571500,1030,1108
gene:Os11g0657900,130,96
gene:Os01g0820800,425,549
gene:Os02g0227600,60,58
gene:Os10g0464500,349,449
gene:Os01g0300200,7657,14272
gene:Os01g0131250,0,3
gene:Os03g0236983,30,9
gene:Os03g0192300,44,70
gene:Os05g0149000,2,4
gene:Os02g0760300,4294,6068
gene:Os01g0876100,11,3
gene:Os01g0853800,1233,1949
gene:Os03g0243600,3392,3708
gene:Os02g0179400,15,37
gene:Os08g0398000,2028,3471
gene:Os04g0434400,1487,5176
gene:Os07g0199000,1113,1447
gene:Os03g0362032,0,0
gene:Os03g0335500,349,700
gene:Os09g0528100,419,417
gene:Os02g0217400,23,14
gene:Os09g0544900,1412,1945
gene:Os11g0663100,6,17
gene:Os02g0584700,29,37
gene:Os01g0149400,356,629
gene:Os08g0249000,305,296
gene:Os01g0621600,101,173
gene:Os04g0208550,7,0
gene:Os05g0462000,15,25
gene:Os11g0546750,3,49
gene:Os03g0697466,0,0
gene:Os09g0251650,0,0
gene:Os08g0180100,3210,4451
gene:Os01g0393000,801,1176
gene:Os02g0162783,1,0
gene:Os05g0305000,0,0
gene:Os10g0514425,0,0
gene:Os10g0541200,3545,3619
gene:Os07g0572900,766,945
gene:Os07g0191250,26,87
gene:Os03g0421700,0,13
gene:Os04g0193300,63,53
gene:Os12g0510766,5,3
gene:Os08g0530033,0,4
gene:Os01g0223300,10,22
gene:Os05g0241200,170,195
gene:Os02g0826650,0,9
gene:Os02g0211800,47,97
gene:Os02g0257100,5,4
gene:Os06g0728000,30508,41291
gene:Os02g0474300,477,482
gene:Os11g0525200,2972,4191
gene:Os01g0672800,657,1633
gene:Os06g0493700,11,19
gene:Os10g0124900,14,30
gene:Os04g0206650,5,4
gene:Os12g0566500,1182,1803
gene:Os03g0799500,531,556
gene:Os06g0166050,16,29
gene:Os07g0568100,388,614
gene:Os02g0601000,11,22
gene:Os10g0430800,882,1436
gene:Os07g0194550,26,43
gene:Os04g0432800,14,38
gene:Os06g0107000,13,15
gene:Os08g0244400,429,549
gene:Os02g0164400,2,0
gene:Os11g0168600,37,61
gene:Os12g0133025,39,42
gene:ENSRNA049472003,8,7
gene:Os01g0102600,294,317
gene:Os02g0795000,667,764
gene:Os03g0358100,2476,3180
gene:Os03g0195400,135,190
gene:Os02g0564300,395,545
gene:Os02g0120300,57,70
gene:Os11g0615550,0,0
gene:Os04g0571300,200,207
gene:Os04g0382900,98,24
gene:Os03g0794900,5001,9799
gene:Os01g0849950,249,501
gene:Os02g0825301,0,0
gene:Os02g0720500,105,217
gene:Os10g0462100,127,223
gene:Os10g0486600,4058,5492
gene:Os01g0113800,246,239
gene:Os03g0700200,3,18
gene:Os06g0610500,195,182
gene:Os02g0190000,176,306
gene:Os08g0483200,371,425
gene:Os12g0569700,1821,2225
gene:Os06g0323100,1548,2787
gene:Os03g0162725,0,0
gene:Os01g0530341,0,0
gene:Os07g0567300,1750,2729
gene:Os10g0126500,114,134
gene:Os03g0619850,0,0
gene:ENSRNA049475259,0,0
gene:Os07g0414700,0,0
gene:ENSRNA049475253,0,0
gene:Os08g0310100,478,545
gene:Os06g0247150,0,0
gene:Os03g0821800,364,662
gene:Os05g0392300,1081,1531
gene:Os01g0191300,443,687
gene:Os01g0289100,0,0
gene:Os03g0766350,1342,654
gene:Os04g0520900,681,1098
gene:Os07g0584100,172,438
gene:Os02g0445200,0,0
gene:Os03g0367800,208,390
gene:ENSRNA049474126,1,2
gene:Os03g0146500,335,825
gene:Os10g0444450,5,12
gene:Os09g0108600,158,208
gene:Os05g0135500,11,14
gene:Os01g0863300,681,966
gene:Os11g0596200,0,11
gene:Os01g0369700,1040,2123
gene:Os04g0632200,22,12
gene:Os07g0581550,0,0
gene:Os04g0507700,126,67
gene:Os09g0512950,1157,1918
gene:Os06g0332450,9,8
gene:Os12g0169300,58,130
gene:Os03g0799250,0,11
gene:Os10g0103140,0,0
gene:Os02g0503800,0,1
gene:Os01g0128800,1267,1959
gene:Os08g0337001,125,247
gene:Os07g0448200,24,776
gene:Os03g0407900,211,1086
gene:Os02g0577700,0,0
gene:Os08g0453200,391,838
gene:Os12g0515400,1818,2551
gene:Os04g0350000,309,600
gene:Os02g0655500,81,121
gene:Os07g0432566,0,0
gene:Os04g0602300,288,491
gene:Os12g0141600,893,1050
gene:Os05g0157200,2647,4637
gene:Os11g0605300,663,857
gene:Os07g0169100,0,0
gene:Os06g0147000,15,29
gene:Os07g0134600,645,834
gene:ENSRNA049470335,1,1
gene:Os07g0591100,332,570
gene:Os06g0331900,9,28
gene:Os04g0508100,1254,1163
gene:Os12g0573600,9,0
gene:Os01g0311100,9,20
gene:Os12g0605200,310,298
gene:Os08g0512500,361,605
gene:Os06g0186300,0,17
gene:Os09g0486700,32,46
gene:Os04g0295200,98,115
gene:Os11g0297650,1,0
gene:Os10g0331400,0,0
gene:Os12g0176200,8,7
gene:Os11g0687800,0,0
gene:Os03g0711400,3438,6488
gene:Os12g0552550,0,4
gene:Os09g0507350,0,0
gene:Os05g0594900,2997,3823
gene:Os07g0132600,22,75
gene:Os09g0539000,1076,538
gene:Os05g0500200,1300,1868
gene:Os07g0681400,114,264
gene:Os05g0348900,0,0
gene:Os07g0210800,7,10
gene:Os02g0594300,7,3
gene:Os01g0660100,3,102
gene:Os09g0349650,0,0
gene:Os02g0825500,731,842
gene:Os01g0502800,605,776
gene:Os08g0103600,1079,1833
gene:Os06g0643000,2085,2809
gene:Os06g0614100,191,451
gene:Os06g0693400,111,164
gene:Os09g0322900,0,0
gene:Os01g0713800,84,15
gene:Os08g0442350,309,190
gene:Os03g0145050,0,0
gene:Os03g0358975,244,454
gene:Os02g0797600,3325,5560
gene:Os07g0668700,3038,3085
gene:Os01g0226400,2170,3545
gene:Os05g0267850,0,0
gene:Os08g0547200,389,660
gene:Os02g0661900,748,1029
gene:Os01g0738900,93,102
gene:Os01g0804400,377,759
gene:Os10g0532150,911,1454
gene:Os10g0562550,0,0
gene:Os11g0622800,0,0
gene:Os05g0346500,1228,1562
gene:Os03g0250200,446,403
gene:Os01g0699600,150,139
gene:Os11g0630501,32,40
gene:Os01g0150950,48,80
gene:Os03g0660050,9,10
gene:Os07g0558100,0,14
gene:Os01g0571166,70,45
gene:Os10g0183150,0,0
gene:Os01g0297950,0,11
gene:Os07g0665250,0,0
gene:Os04g0631100,182,486
gene:Os10g0518200,3945,4113
gene:Os07g0553900,952,1268
gene:Os04g0291000,0,37
gene:Os05g0541500,234,378
gene:Os09g0568500,0,7
gene:Os03g0591600,0,6
gene:Os03g0285850,0,0
gene:Os09g0452400,4,0
gene:Os07g0641200,679,918
gene:Os01g0564532,0,0
gene:ENSRNA049473016,4,9
gene:Os12g0245000,122,409
gene:Os03g0302200,4126,9197
gene:Os01g0859500,40,143
gene:Os07g0297100,0,0
gene:Os11g0462900,169,283
gene:Os12g0210601,0,5
gene:Os09g0412200,563,820
gene:Os08g0518900,41,360
gene:Os04g0418000,2653,3549
gene:Os10g0537500,4124,4468
gene:gene-ndhF,5,48
gene:Os07g0543500,6,0
gene:Os11g0460500,77,106
gene:Os07g0519600,119,216
gene:Os01g0152700,998,1672
gene:Os01g0939200,152,225
gene:Os06g0554200,0,21
gene:Os11g0544866,11,5
gene:Os06g0711000,135,225
gene:Os11g0619000,151,174
gene:Os12g0487500,78,60
gene:Os09g0565900,0,0
gene:Os05g0165400,735,869
gene:Os06g0639600,258,357
gene:Os08g0538600,5054,7488
gene:Os08g0533650,0,2
gene:Os09g0557400,214,431
gene:Os11g0514000,649,498
gene:Os04g0405800,1404,2201
gene:Os03g0308600,29,55
gene:Os07g0578800,345,328
gene:ENSRNA049467888,4,9
gene:Os10g0527900,3,12
gene:Os02g0606300,881,1203
gene:Os02g0761200,209,268
gene:Os04g0403400,106,109
gene:Os03g0860700,0,0
gene:Os04g0394100,119,191
gene:Os01g0241400,42,57
gene:Os04g0459700,922,759
gene:Os08g0141000,0,0
gene:Os11g0152700,481,689
gene:Os05g0511400,2729,4825
gene:Os09g0515100,4238,6050
gene:Os08g0387300,0,0
gene:ENSRNA049472760,2,7
gene:Os07g0462132,4,36
gene:ENSRNA049472768,1,1
gene:Os01g0844300,279,605
gene:Os08g0224700,6336,9478
gene:Os12g0124300,190,201
gene:Os11g0673400,0,1
gene:Os03g0436300,688,1227
gene:Os09g0491772,3116,3562
gene:Os12g0278800,2297,4343
gene:Os02g0744700,719,1461
gene:Os07g0298700,9,192
gene:Os04g0494300,0,0
gene:ENSRNA049475757,0,0
gene:Os04g0445300,59,36
gene:Os04g0448550,0,21
gene:Os10g0521500,213,471
gene:Os10g0535900,0,11
gene:Os08g0260000,174,261
gene:Os02g0142500,250,203
gene:Os02g0140800,664,1632
gene:Os02g0745250,0,3
gene:Os12g0181900,70,89
gene:Os03g0198300,1651,2658
gene:ENSRNA049468687,0,0
gene:Os10g0513300,2764,3509
gene:Os11g0150700,9,60
gene:Os02g0242900,60,56
gene:Os03g0195300,271,524
gene:Os03g0650800,1094,1403
gene:Os08g0148300,26,31
gene:Os08g0248300,0,5
gene:Os10g0400800,2834,2869
gene:Os03g0168400,11935,9242
gene:Os03g0701800,1954,2947
gene:Os08g0492100,1315,2059
gene:Os04g0520700,484,1080
gene:Os09g0385700,239,779
gene:Os10g0580900,682,1971
gene:Os02g0802250,2,0
gene:Os02g0678400,1589,3101
gene:Os12g0498800,735,1059
gene:Os04g0381100,518,482
gene:Os03g0133875,1,11
gene:Os03g0374500,77,188
gene:ENSRNA049445580,0,0
gene:Os02g0732350,15,22
gene:Os03g0113900,51,72
gene:Os04g0499500,229,374
gene:Os03g0775000,38,107
gene:Os04g0643600,371,604
gene:Os03g0731050,259,699
gene:Os03g0736000,3667,4096
gene:Os03g0343500,2812,3656
gene:Os07g0110800,1613,1651
gene:Os09g0299200,842,1528
gene:Os09g0513600,5095,6981
gene:Os12g0125550,6,3
gene:Os01g0532600,35,54
gene:Os11g0106900,38,31
gene:Os10g0156300,146,133
gene:Os02g0807150,372,484
gene:Os04g0249700,751,1081
gene:ENSRNA049465109,3,8
gene:Os06g0683300,2254,2634
gene:Os10g0484700,526,549
gene:Os11g0558500,708,1382
gene:Os04g0555500,1577,2533
gene:Os03g0239400,957,1584
gene:Os12g0112401,39,16
gene:Os08g0468300,3,0
gene:Os03g0167000,1186,2891
gene:Os04g0490100,798,1035
gene:Os10g0168550,0,0
gene:Os10g0105933,50,50
gene:Os04g0541900,760,539
gene:Os08g0332600,104,180
gene:Os11g0110100,312,548
gene:Os06g0239000,287,359
gene:Os07g0529700,137,262
gene:Os01g0794900,388,602
gene:Os03g0219700,821,982
gene:Os11g0109616,0,0
gene:Os05g0564800,512,992
gene:Os03g0685600,1154,1174
gene:Os06g0232650,25,87
gene:Os11g0117450,1,4
gene:Os12g0282400,0,42
gene:Os01g0782100,16,1049
gene:Os04g0645600,4480,6891
gene:Os03g0817100,14,0
gene:Os03g0795500,1916,2537
gene:Os07g0147900,2837,3849
gene:Os12g0606000,3,0
gene:Os03g0128200,512,878
gene:Os12g0112251,13,10
gene:ENSRNA049465818,4,8
gene:Os07g0145500,0,2
gene:Os09g0483700,0,0
gene:Os03g0820400,41,320
gene:Os12g0506800,86,126
gene:Os02g0125566,151,226
gene:Os03g0435900,139,139
gene:Os04g0644950,0,1
gene:Os12g0561000,3488,3898
gene:Os04g0548500,6,0
gene:Os07g0417200,22,215
gene:Os07g0564901,1,0
gene:Os03g0117100,1465,3494
gene:Os12g0280801,1,28
gene:Os06g0604500,956,1393
gene:Os04g0378200,431,797
gene:Os04g0111200,203,402
gene:Os03g0673900,5,13
gene:Os05g0395300,5721,6750
gene:Os01g0943000,1031,1110
gene:Os08g0420650,0,0
gene:Os11g0227250,38,367
gene:Os02g0108700,38,107
gene:Os05g0501800,0,0
gene:Os03g0108500,43,47
gene:Os08g0161900,451,705
gene:Os02g0561800,6,5
gene:Os10g0154533,9,10
gene:Os05g0560000,2070,3504
gene:Os08g0269700,107,74
gene:Os09g0520800,625,634
gene:Os08g0532900,2727,3748
gene:Os03g0730875,15,17
gene:Os01g0685100,363,466
gene:Os05g0381700,7240,8395
gene:Os01g0186700,6187,9185
gene:Os07g0693450,275,363
gene:Os01g0831900,0,0
gene:Os03g0133850,40,74
gene:Os01g0522400,0,0
gene:Os02g0219300,5,9
gene:Os10g0197101,7,16
gene:Os02g0580400,49,114
gene:Os05g0575000,174,395
gene:Os05g0539600,373,529
gene:Os02g0214766,0,2
gene:Os08g0435900,8463,12091
gene:Os05g0536000,45,94
gene:Os10g0501401,115,93
gene:Os08g0267000,18,37
gene:Os01g0659200,5343,11705
gene:Os03g0137350,39,63
gene:Os12g0455000,0,141
gene:Os05g0521950,12,33
gene:Os09g0361500,177,224
gene:Os04g0329650,0,0
gene:Os07g0175400,0,0
gene:Os03g0213700,1297,1174
gene:Os01g0832450,2,2
gene:Os08g0118000,419,771
gene:Os06g0308900,645,1033
gene:Os07g0242600,528,812
gene:Os05g0367000,306,505
gene:Os03g0322000,10,4
gene:Os11g0652600,29,46
gene:Os08g0238351,4,0
gene:Os06g0725200,29,33
gene:Os01g0520800,64,0
gene:Os01g0636500,372,605
gene:Os08g0536100,4716,8839
gene:Os09g0296900,1065,1251
gene:Os10g0163190,0,0
gene:Os01g0947800,0,1
gene:Os01g0829500,0,0
gene:Os03g0288300,3363,5239
gene:Os08g0566250,0,0
gene:Os08g0433350,2,1
gene:Os03g0167302,0,0
gene:Os04g0610000,1043,1453
gene:Os01g0519100,79,132
gene:Os12g0502000,1436,1902
gene:Os05g0311225,0,0
gene:Os10g0544966,84,54
gene:Os07g0640800,0,0
gene:Os09g0436900,368,369
gene:ENSRNA049761426,0,0
gene:ENSRNA049761428,0,0
gene:Os07g0546100,1476,2585
gene:Os06g0179400,0,0
gene:Os01g0239000,531,1012
gene:Os02g0160500,1303,2368
gene:Os01g0644900,0,126
gene:Os02g0643900,8,16
gene:Os07g0244600,0,0
gene:Os06g0679200,139,111
gene:Os03g0139400,199,422
gene:Os07g0485950,19,36
gene:Os01g0273500,771,749
gene:Os10g0507800,1408,1419
gene:Os08g0237800,0,0
gene:Os01g0181166,12,8
gene:Os10g0497366,25,64
gene:Os01g0302500,122,276
gene:Os01g0139000,0,6
gene:Os07g0300100,827,1172
gene:Os09g0460000,545,876
gene:Os01g0563700,128,124
gene:Os04g0406600,293,715
gene:Os03g0241100,2702,4280
gene:Os06g0621500,519,810
gene:Os11g0307600,412,707
gene:Os10g0422300,310,311
gene:Os08g0158600,262,207
gene:Os10g0524700,15,42
gene:Os10g0577600,607,1181
gene:Os12g0272800,27,21
gene:Os01g0634900,13,23
gene:EPlORYSAT000373643,0,0
gene:Os04g0165100,0,0
gene:Os11g0234100,110,263
gene:EPlORYSAT000373647,1259,1537
gene:Os05g0473900,4529,5396
gene:Os11g0538900,1701,1242
gene:Os10g0122400,0,0
gene:Os11g0189600,356,269
gene:Os09g0544000,235,318
gene:Os12g0133600,151,200
gene:Os11g0557500,7,40
gene:Os01g0550900,0,0
gene:Os06g0248200,3,0
gene:Os08g0235183,0,0
gene:Os03g0298501,2,17
gene:Os04g0436900,148,221
gene:Os02g0832150,19,80
gene:Os09g0482860,3,12
gene:Os08g0230000,891,1768
gene:Os04g0191800,193,330
gene:Os11g0136800,88,168
gene:Os07g0534350,0,0
gene:Os08g0190300,0,16
gene:Os01g0243300,9,17
gene:Os11g0160100,2256,3382
gene:Os04g0146800,198,166
gene:Os01g0857950,369,353
gene:Os01g0132800,88,134
gene:Os01g0869200,293,576
gene:Os02g0255400,0,0
gene:Os02g0310200,2688,3816
gene:Os01g0192550,27,29
gene:Os03g0784400,3811,5134
gene:Os04g0525700,36,43
gene:Os04g0220501,33,64
gene:Os12g0615150,0,0
gene:Os07g0200900,57,76
gene:Os02g0174100,220,335
gene:Os10g0578200,11,47
gene:Os07g0600200,0,0
gene:Os03g0802600,2625,3019
gene:Os03g0673400,43,137
gene:Os08g0398700,6127,6609
gene:Os06g0105700,334,178
gene:Os05g0481600,2346,2869
gene:Os09g0449500,0,0
gene:Os07g0294100,0,0
gene:Os12g0110700,22,35
